Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-04-01,455.9435309009017,489.3052526741384,449.4422931834289,457.6543884277344,21964400,0.0,0
2016-04-04,440.5458350865715,459.96407942486655,439.77592827668514,441.4867858886719,12701000,0.0,0
2016-04-05,432.93248308954145,437.8084111603171,417.10705167170755,422.2396240234375,7738200,0.0,0
2016-04-06,419.16009733501477,419.67335981818053,404.9599745307057,409.57928466796875,11269900,0.0,0
2016-04-07,403.59132888861376,409.4938089536564,397.85997114478454,402.1371154785156,4524400,0.0,0
2016-04-08,395.29364089123465,420.78540786290216,392.98397276383565,418.81793212890625,6026500,0.0,0
2016-04-11,405.13108343424597,411.2046331133782,401.6238201458218,408.21063232421875,3018600,0.0,0
2016-04-12,410.2636833467284,434.13014313749903,407.611848679839,430.7939758300781,4478200,0.0,0
2016-04-13,426.94448076956525,441.48674295151704,413.51423937939273,440.7168884277344,6605300,0.0,0
2016-04-14,437.1241367566833,451.4953308105469,434.6433983445495,451.4953308105469,7070200,0.0,0
2016-04-15,442.94107123665,450.7255055052186,431.82049560546875,431.82049560546875,5916800,0.0,0
2016-04-18,423.9505296063984,440.3747473332574,421.811957550379,427.1156005859375,5370100,0.0,0
2016-04-19,436.26869672425926,447.7314637579775,434.64338719288025,436.6964111328125,4326100,0.0,0
2016-04-20,447.389238099461,457.65438314189606,444.7374298479897,446.2771911621094,7399000,0.0,0
2016-04-21,460.477347319402,460.9906359648441,448.2447249992644,454.23272705078125,3845900,0.0,0
2016-04-22,448.33026639569096,479.040184844312,446.61940859267554,475.61846923828125,5607600,0.0,0
2016-04-25,479.0401084560505,483.1461560862853,470.0581064224996,474.1641540527344,3956000,0.0,0
2016-04-26,470.8280516009353,479.46786194870253,457.91104486754915,466.8075256347656,4242100,0.0,0
2016-04-27,467.9195095140647,475.1906536289999,459.3652223200233,469.3737487792969,3243800,0.0,0
2016-04-28,477.92809062104453,487.2522334019643,425.74693277084464,438.3217468261719,4771900,0.0,0
2016-05-02,416.08057696308,420.01555479532027,408.89498002477205,415.6528625488281,3996900,0.0,0
2016-05-06,423.4372253417968,424.7203684488932,415.1395561403284,423.4372253417969,5206100,0.0,0
2016-05-09,426.7733921991247,433.36020392446466,423.2661291519387,423.4372253417969,2408400,0.0,0
2016-05-10,422.2396770700548,423.35172411039264,409.32269647429854,416.5938415527344,8801600,0.0,0
2016-05-11,420.1866848186177,423.3517560754271,406.3287262393647,411.2046813964844,6514800,0.0,0
2016-05-12,409.83594359853885,420.4432555051134,405.55879959543495,414.5408020019531,5561600,0.0,0
2016-05-13,423.437221417645,423.437221417645,399.4852169738186,402.4792175292969,6059100,0.0,0
2016-05-16,407.0130497146841,421.555340640846,401.28169189539085,408.7239074707031,5163400,0.0,0
2016-05-17,418.73239567303807,419.16011007106977,410.26365581313337,417.1070861816406,4331600,0.0,0
2016-05-18,418.3046550532551,429.767394980831,417.5347744061816,424.3782043457031,4396900,0.0,0
2016-05-19,430.2806799852568,435.32770460889134,418.3046769637984,418.7323913574219,2720200,0.0,0
2016-05-20,418.1336503534565,426.34577329888225,415.90955602095346,423.09515380859375,1579200,0.0,0
2016-05-23,423.0951089316303,429.85299153766636,416.33722632559426,429.2541809082031,2179800,0.0,0
2016-05-24,426.94452484001334,427.03007294224625,416.93599730792334,417.02154541015625,3367000,0.0,0
2016-05-25,423.60842046777486,427.7144689272285,418.98908331886526,423.3517761230469,1632100,0.0,0
2016-05-26,429.8529600761306,433.7023895693497,423.4372442540988,425.1481018066406,1685500,0.0,0
2016-05-27,425.0625721964713,434.0445747379983,422.667381960977,433.8735046386719,1929500,0.0,0
2016-05-30,437.1241223209536,439.091598143557,429.93852553132126,437.03857421875,1120400,0.0,0
2016-05-31,440.03261448621635,443.7964700409845,433.95903841886195,441.65789794921875,2693300,0.0,0
2016-06-01,434.89998868853627,442.8554920453745,430.87948906595824,435.926513671875,2661100,0.0,0
2016-06-02,431.1360718333357,431.2216199258537,415.3961887176856,416.2516174316406,3061400,0.0,0
2016-06-03,416.59383948130545,420.6998874158768,411.6323627182304,415.6528625488281,1767300,0.0,0
2016-06-06,404.10452689543393,406.92745736825276,399.5707650679549,402.4792175292969,3033000,0.0,0
2016-06-07,403.0780916274909,403.50580605998795,397.85997032990315,399.9129943847656,3711800,0.0,0
2016-06-08,399.82738324475065,402.73583570609264,396.9189307834086,402.4792175292969,2540200,0.0,0
2016-06-09,397.7744445800781,401.36725645724243,396.57684932289624,397.7744445800781,3759900,0.0,0
2016-06-10,402.90696490485067,403.0780611071413,390.4176992004775,392.8984375,7029700,0.0,0
2016-06-13,384.6007743297291,385.79836936828616,379.1260355066013,381.69232177734375,4289700,0.0,0
2016-06-14,380.238077091069,380.8368876547177,372.1970521104908,375.7043151855469,3424500,0.0,0
2016-06-15,374.079033609234,384.42972813523494,370.5717961342239,379.8959655761719,3353500,0.0,0
2016-06-16,378.61277512229196,379.55375198121703,364.84036683879043,366.7223205566406,3545300,0.0,0
2016-06-17,373.3091209808576,376.3886698645084,369.6307876039732,371.9404296875,3806700,0.0,0
2016-06-20,377.9284281071449,384.60078831710786,372.45368908490866,373.9079284667969,3574900,0.0,0
2016-06-21,367.66326197690694,377.2440743062963,360.9909282477484,374.7633361816406,3006700,0.0,0
2016-06-22,373.82238468500066,375.53324228081306,368.5187156957363,372.2826232910156,3272800,0.0,0
2016-06-23,372.7103259410193,381.94894622493086,370.99946839913827,379.3826599121094,1318700,0.0,0
